type,dafNodes,repetition,time,justification,peafNodes,iteration,attacks,supports
barabasi,7,28,60,0.023928215353938187,9,1003.0,9,11
barabasi,7,29,642,0.055789967182372245,11,2133.0,9,17
barabasi,7,16,4782,0.28232971372161897,10,8104.0,9,14
barabasi,7,23,2151,0.19402269458206808,13,6257.0,9,23
barabasi,6,46,36840,0.5889462809917355,10,9680.0,8,16
barabasi,6,74,21177,0.7613151740266887,10,7269.0,8,16
barabasi,7,33,628,0.0973049645390071,10,3525.0,9,14
barabasi,7,32,887,0.0737913486005089,12,2751.0,9,20
barabasi,7,36,2,0.0,10,278.0,9,14
barabasi,7,34,461,0.053019145802650956,10,2037.0,9,14
barabasi,7,30,2192,0.21020930582743563,10,6641.0,9,14
barabasi,6,84,19232,0.6566104702750666,10,9016.0,8,16
barabasi,7,25,4562,0.27501881113619264,12,7974.0,9,20
barabasi,7,41,13,0.011824324324324325,9,592.0,9,11
barabasi,7,8,9569,0.3335583305208685,12,8889.0,9,20
barabasi,7,40,589,0.10057867181041609,11,3629.0,9,17
barabasi,7,43,250,0.056022408963585436,10,2142.0,9,14
barabasi,7,45,79,0.02794759825327511,12,1145.0,9,20
barabasi,7,5,10768,0.2688883235817858,11,7862.0,9,17
barabasi,7,6,11315,0.27764617878070064,10,8021.0,9,14
barabasi,7,31,4529,0.26693074367492975,11,7826.0,9,17
barabasi,7,49,7,0.008281573498964804,12,483.0,9,20
barabasi,7,50,334,0.0714552936775159,10,2673.0,9,14
barabasi,7,46,1787,0.1087962962962963,11,3888.0,9,17
barabasi,7,47,1411,0.14701195219123506,13,5020.0,9,23
barabasi,7,48,883,0.07732497387669801,11,2871.0,9,17
barabasi,7,44,3053,0.17469670710571925,9,5770.0,9,11
